"freelancer_id","name","gender","age","country","language","primary_skill","years_of_experience","hourly_rate_usd","rating","is_active","client_satisfaction"
"FL250297","Mark Thompson","M","38.0","South Africa","Afrikaans","Data Analysis","3","100","1.4","N","0.73"
"FL250298","Alex Wilson","M","20.0","South Korea","Korean","Mobile Apps","0","30","3.8",NULL,"0.93"
"FL250299","Nancy Mendez","F","38.0","Canada","English","Machine Learning","20","50","0",NULL,"0.64"
"FL250300","Beth Crane","F","41.0","Netherlands","Dutch","Mobile Apps","6","40","3.5","N","0.76"
"FL250301","Miguel Rogers","M","46.0","India","Hindi","Machine Learning","13","100","0","Y","0.97"
"FL250302","Thomas Robles","M","36.0","South Africa","Afrikaans","Data Analysis","9","75","2.2","N","0.95"
"FL250303","Joel Brown III","M","33.0","Russia","Russian","Web Development","2","75","2.5","N","0.65"
"FL250304","Olivia Schultz","F","37.0","Canada","English","Graphic Design","0","50","4.7","N","0.77"
"FL250305","Clayton Pena","M","20.0","Egypt","Arabic","Data Analysis","0","20","3.9","N",NULL
"FL250306","Ashley Salazar","F","48.0","China","Mandarin","Data Analysis","2","75","1.6","N","0.67"
"FL250307","Robert Lucas","M","27.0","France","French","Cybersecurity","2","50","2.6","N","0.84"
"FL250308","David Cox","M","34.0","South Korea","Korean","Mobile Apps","1","30","3.6","Y","0.87"
"FL250309","Christian Campbell","M","55.0","Brazil","Portuguese","Machine Learning","14","30","1.2","Y","0.91"
"FL250310","Mrs. Angela Ward","F","44.0","South Africa","Afrikaans","Machine Learning","14","75","3","N","0.78"
"FL250311","Lucas Chen","M","31.0","Netherlands","Dutch","UI/UX Design","2","50","3.9","N",NULL
"FL250312","Ruben Nelson","M","34.0","Australia","English","DevOps","1","40","1.7",NULL,"0.74"
"FL250313","Brenda Briggs","F","47.0","Brazil","Portuguese","DevOps","13","20","4.5",NULL,"0.91"
"FL250314","Ronald Smith","M","50.0","United States","English","Graphic Design","23","40","3.6","Y","0.71"
"FL250315","Dakota Giles","M","39.0","Germany","German","Cybersecurity","9","75","3.6","Y","0.87"
"FL250316","Angela Castillo","F","26.0","Argentina","Spanish","Blockchain Development","3","100","2.8","Y","0.61"
"FL250318","Michael Rogers","M","32.0","Germany","German","Graphic Design","0","100","1.4","Y","0.81"
"FL250319","Danielle Costa","F","55.0","Russia","Russian","Data Analysis","17","30","2.6",NULL,NULL
"FL250320","William Nunez","M","32.0","Argentina","Spanish","Machine Learning","9","40","4.6","Y","0.84"
"FL250321","Christopher Riggs","M","30.0","South Korea","Korean","Blockchain Development","4","20","3.3","N",NULL
"FL250322","Kathryn Myers","F","37.0","Canada","English","Cybersecurity","0","40","3.7","Y",NULL
"FL250323","Robert Walls","M","52.0","Brazil","Portuguese","Graphic Design","33","40","0","Y","0.60"
"FL250324","Justin Johnson","M","48.0","India","Hindi","Cybersecurity","18","50","0","Y","0.64"
"FL250325","Paula Stevens","F","28.0","Japan","Japanese","Mobile Apps","9","40","2.6","Y","0.64"
"FL250326","Jennifer Allen","F","58.0","Spain","Spanish","Data Analysis","40","75","3.4","Y","1.00"
"FL250327","Mark Hudson","M","30.0","Argentina","Spanish","Web Development","1","40","1.6","Y","1.00"
"FL250328","Jessica Smith","F","47.0","China","Mandarin","Mobile Apps","5","20","1.9","N",NULL
"FL250329","Mike Dean","M","44.0","Argentina","Spanish","AI","4","50","0","Y","0.83"
"FL250330","Jose Wilson","M","56.0","Italy","Italian","Machine Learning","13","40","2.6","Y","0.87"
"FL250331","Tammy Hill","F","53.0","United States","English","Mobile Apps","33","100","2.6","N","0.75"
"FL250332","Nathaniel Flores","M","59.0","United Kingdom","English","Mobile Apps","22","40","1.1","Y","0.61"
"FL250333","Edwin Carter","M","60.0","United States","English","DevOps","34","40","2.5","N","0.93"
"FL250334","Patricia Miller","F","33.0","Germany","German","Mobile Apps","8","30","3.6","Y",NULL
"FL250335","Rebecca Schneider","F","21.0","Argentina","Spanish","Web Development","1","20","2.6","N","0.99"
"FL250336","John Greene","M","54.0","United Kingdom","English","UI/UX Design","20","50","4.4","N","0.73"
"FL250337","Brittany Mcdowell","F","33.0","United States","English","Graphic Design","11","75","2.1","N","0.96"
"FL250338","Lori Miller","F","57.0","Turkey","Turkish","Data Analysis","2","40","0","N","0.60"
"FL250339","Joseph Robinson","M","36.0","South Korea","Korean","Graphic Design","6","20","1","Y","0.64"
"FL250340","Aaron Pruitt","M","50.0","Germany","German","Blockchain Development","20","30","0","N",NULL
"FL250341","Victoria Miller","F","37.0","Canada","English","DevOps","9","20","4.9","N",NULL
"FL250342","Clarence Vega","M","53.0","Italy","Italian","AI","4","30","4.7","N","0.99"
"FL250343","Deborah Day","F","22.0","Italy","Italian","Blockchain Development","3","40","2.1","N",NULL
"FL250344","Nicole Rocha","F","55.0","Netherlands","Dutch","Mobile Apps","33","40","1.5","Y","0.71"
"FL250345","Elijah Green","M","22.0","Australia","English","Cybersecurity","1","40","2.6","N","0.72"
"FL250346","Emily Johnson","F","45.0","Turkey","Turkish","Web Development","23","50","0","N","0.66"
"FL250347","Richard Velasquez Jr.","M","36.0","France","French","Data Analysis","13","40","2.6","N","0.78"
"FL250348","Kurt Wilson","M","23.0","Australia","English","DevOps","1","20","4","Y","1.00"
"FL250349","Jeremiah Rodriguez","M","55.0","Italy","Italian","DevOps","15","40","4.5",NULL,NULL
"FL250350","Lauren Lang","F","50.0","Brazil","Portuguese","Mobile Apps","18","75","3.8","N","0.67"
"FL250351","Matthew Phillips","M","48.0","United States","English","Machine Learning","21","50","4","N","0.78"
"FL250352","Michael Andersen","M","23.0","Netherlands","Dutch","DevOps","1","40","4.9","Y","0.78"
"FL250353","Amanda Mayo","F","49.0","Canada","English","Web Development","25","30","3.4","N","0.75"
"FL250354","Jessica Vance","F","47.0","Italy","Italian","Cybersecurity","12","50","2.1","Y","0.67"
"FL250355","Alexa Gallegos","F","56.0","Japan","Japanese","Graphic Design","32","40","0","Y","0.86"
"FL250356","Charles Pratt","M","58.0","Argentina","Spanish","UI/UX Design","9","100","4.5","N","0.77"
"FL250357","Brian Baker","M","32.0","South Korea","Korean","UI/UX Design","10","30","3.8","N","0.61"
"FL250358","Christina Norman","F","52.0","India","Hindi","UI/UX Design","0","40","4.3","N","0.90"
"FL250359","Laura Kelly","F","22.0","China","Mandarin","Data Analysis","1","50","0",NULL,"0.98"
"FL250360","John Webb","M","20.0","India","Hindi","Cybersecurity","2","30","2.6","Y","0.99"
"FL250361","Christopher Burton","M","56.0","Netherlands","Dutch","Data Analysis","9","40","2.6","N","0.61"
"FL250362","Bradley Aguilar","M","41.0","Japan","Japanese","Data Analysis","22","50","1.6","Y","0.61"
"FL250363","Arthur Vasquez","M","25.0","Argentina","Spanish","Blockchain Development","5","30","2.3","N","0.91"
"FL250364","Angela Castro","F","44.0","Canada","English","Cybersecurity","6","75","4.6","Y","0.72"
"FL250365","Summer Yoder","F","46.0","Australia","English","Web Development","26","100","2.1",NULL,NULL
"FL250366","Jackie Allen","F","40.0","South Korea","Korean","Blockchain Development","9","40","1.5","N","0.96"
"FL250367","Brandon Williams","M","41.0","China","Mandarin","AI","9","40","1.7","Y","0.72"
"FL250368","Manuel Torres","M","31.0","Japan","Japanese","Data Analysis","11","40","3.3","N",NULL
"FL250369","Scott Keller","M","33.0","South Korea","Korean","Machine Learning","9","40","4.3","Y","0.63"
"FL250370","Deborah Brown","F","31.0","Brazil","Portuguese","Machine Learning","3","20","2.6","N",NULL
"FL250371","Jennifer Lara","F","49.0","Italy","Italian","Data Analysis","15","75","2.6","N","0.83"
"FL250372","Jason Scott","M","35.0","Mexico","Spanish","Graphic Design","12","20","4.1",NULL,"0.94"
"FL250373","Gregory Garrison","M","45.0","India","Hindi","Data Analysis","19","40","2.2","Y","0.78"
"FL250374","Chelsea Anderson","F","39.0","Netherlands","Dutch","Data Analysis","13","30","1.1","Y",NULL
"FL250375","Gerald Johnson","M","41.0","Argentina","Spanish","Blockchain Development","9","50","2.1","Y","0.82"
"FL250376","Kevin Ellis","M","24.0","Germany","German","Cybersecurity","3","30","2.3","N","0.66"
"FL250377","Mitchell Keller","M","50.0","Australia","English","Graphic Design","26","40","3.6","Y","0.82"
"FL250378","Mary Brown","F","23.0","Germany","German","Machine Learning","4","20","4.7","Y","0.84"
"FL250379","Ronald Walls","M","27.0","Canada","English","Cybersecurity","8","20","4.8","N","0.81"
"FL250380","Anthony Avila","M","58.0","South Africa","Afrikaans","AI","10","75","4.2","N","0.71"
"FL250381","Douglas Goodwin","M","37.0","Italy","Italian","Machine Learning","5","40","4.8","Y","0.61"
"FL250382","James Mills","M","39.0","Spain","Spanish","Blockchain Development","18","75","4","Y","0.66"
"FL250383","Nicole Marks","F","46.0","Egypt","Arabic","Data Analysis","10","20","2.5","Y","0.97"
"FL250384","Phyllis Dawson","F","41.0","United Kingdom","English","UI/UX Design","0","20","4.8","N","0.74"
"FL250385","Renee Arnold","F","39.0","Mexico","Spanish","Blockchain Development","21","30","4.7","N","0.61"
"FL250386","Eric Robinson","M","59.0","Egypt","Arabic","Blockchain Development","25","20","4","N","0.90"
"FL250388","Sarah Proctor","F","23.0","Canada","English","DevOps","5","100","3.2","Y",NULL
"FL250389","Matthew Hicks","M","27.0","Egypt","Arabic","Web Development","1","20","4.3","N","0.76"
"FL250390","Christopher Black","M","27.0","China","Mandarin","Cybersecurity","4","40","4.4","N","0.92"
"FL250391","Joanne Reyes","F","48.0","South Africa","Afrikaans","Data Analysis","21","40","2.3","N",NULL
"FL250392","Isaac Gray","M","21.0","South Africa","Afrikaans","AI","1","20","2.4","Y","0.66"
"FL250393","Joshua Roberts","M","37.0","Italy","Italian","DevOps","9","50","4.6","N","0.83"
"FL250394","Elizabeth Estrada","F","31.0","Germany","German","UI/UX Design","10","50","0","N",NULL
"FL250395","Lori Malone","F","41.0","Egypt","Arabic","Blockchain Development","21","40","0","Y",NULL
"FL250396","Anthony Huynh MD","M","31.0","Russia","Russian","Cybersecurity","0","20","4.2","Y","0.82"
"FL250397","Mindy York","F","58.0","Argentina","Spanish","Data Analysis","0","50","2.3","N","0.77"
"FL250398","Ms. Christine Cherry","F","45.0","Netherlands","Dutch","Data Analysis","17","50","4.7","Y","0.73"
"FL250399","Daniel Foster","M","51.0","South Korea","Korean","Cybersecurity","5","40","3","Y","0.88"
"FL250400","Mr. David Valencia","M","54.0","United States","English","UI/UX Design","3","30","2.4","N","0.81"
"FL250401","Ethan Adams","M","22.0","Russia","Russian","Data Analysis","1","20","1.7","N","0.78"
"FL250402","Brett Moore","M","36.0","Turkey","Turkish","Cybersecurity","2","75","0","N","0.92"
"FL250403","Phillip Griffin","M","50.0","Germany","German","DevOps","32","30","2.6","N","0.64"
"FL250404","Stacie Wall","F","41.0","Australia","English","Blockchain Development","14","30","0","Y","0.78"
"FL250405","Jacob Austin","M","41.0","South Africa","Afrikaans","Web Development","10","20","1.8","Y","0.85"
"FL250406","Sabrina Davidson","F","51.0","Netherlands","Dutch","Cybersecurity","27","50","0","N","0.78"
"FL250408","Steven Norris","M","51.0","Japan","Japanese","AI","33","40","0","Y","0.63"
"FL250409","Mindy Sullivan","F","37.0","Indonesia","Indonesian","Graphic Design","11","40","3.6","N","0.73"
"FL250410","Elizabeth Stone","F","20.0","Spain","Spanish","Graphic Design","2","30","0","N","0.94"
"FL250411","Diane Flores","F","50.0","Australia","English","Web Development","31","50","4.1",NULL,"0.81"
"FL250412","Jessica Erickson","F","58.0","Turkey","Turkish","Graphic Design","17","50","2.6","Y","0.61"
"FL250413","Sara Moses","F","40.0","Brazil","Portuguese","UI/UX Design","2","100","0","N",NULL
"FL250414","Allison Henderson","F","26.0","Egypt","Arabic","Web Development","2","20","1.3","N","0.83"
"FL250415","Susan Dixon","F","44.0","South Korea","Korean","Cybersecurity","22","30","4.1","Y",NULL
"FL250416","David Morrison","M","42.0","Mexico","Spanish","Machine Learning","8","50","2.4","N","0.68"
"FL250418","James Jacobs","M","51.0","Egypt","Arabic","Web Development","32","100","4.4","N","0.91"
"FL250419","Kathleen Quinn","F","36.0","France","French","AI","8","100","2.2","Y","0.97"
"FL250420","Natalie Frank MD","F","37.0","Australia","English","Mobile Apps","10","30","0","N","0.96"
"FL250421","Michael Reed","M","31.0","South Africa","Afrikaans","DevOps","0","50","1.1","Y","0.73"
"FL250422","Sheila Smith","F","47.0","India","Hindi","Cybersecurity","22","40","1.4","Y","0.72"
"FL250423","Morgan Ford","F","60.0","Mexico","Spanish","UI/UX Design","34","100","0","Y","0.74"
"FL250417","Jason Carter","M","38.0","Mexico","Spanish","Data Analysis","9","50","0","N","0.74"
"FL250424","Linda Schultz","F","48.0","Argentina","Spanish","Mobile Apps","5","30","1.5","N",NULL
"FL250426","Allison Perkins","F","35.0","Netherlands","Dutch","Machine Learning","10","75","0",NULL,"0.74"
"FL250427","Bradley Weaver","M","35.0","United States","English","DevOps","9","100","3.5","Y","0.71"
"FL250428","Sarah Hall","F","29.0","Netherlands","Dutch","UI/UX Design","6","40","4.8","N","0.83"
"FL250429","Diana Walton","F","36.0","Italy","Italian","Machine Learning","1","75","2.6",NULL,"0.63"
"FL250430","Donna Davis","F","44.0","Canada","English","AI","0","40","4.8",NULL,"0.84"
"FL250432","Dr. Paul Williamson","M","40.0","India","Hindi","AI","13","100","1.1","Y",NULL
"FL250433","Barbara Brown","F","53.0","Netherlands","Dutch","Machine Learning","13","50","3.3","Y","0.93"
"FL250434","Kimberly Allen","F","35.0","Germany","German","Blockchain Development","0","30","4.6",NULL,"0.97"
"FL250435","Elizabeth Edwards","F","27.0","Argentina","Spanish","Machine Learning","7","75","2.8","Y","0.92"
"FL250436","Anthony Downs","M","34.0","Australia","English","DevOps","6","50","5","Y","0.92"
"FL250437","Jack Ortega","M","24.0","India","Hindi","Cybersecurity","2","75","4.7","N","0.68"
"FL250438","Marvin Moore","M","57.0","United States","English","UI/UX Design","13","100","3.5","N","0.95"
"FL250439","Tony French","M","28.0","South Korea","Korean","UI/UX Design","7","100","4.3","N","0.76"
"FL250440","Stacy Hudson","F","26.0","Italy","Italian","DevOps","7","100","3.3","Y","0.66"
"FL250441","Scott Washington","M","34.0","Argentina","Spanish","Mobile Apps","15","75","2.6","N","0.73"
"FL250442","Timothy Wright","M","43.0","Japan","Japanese","AI","9","20","2.8",NULL,"0.99"
"FL250443","Joseph Gonzalez","M","31.0","China","Mandarin","Graphic Design","5","40","2.7","Y","0.94"
"FL250444","Andrea Perez","F","34.0","China","Mandarin","Blockchain Development","9","50","0","N","0.84"
"FL250445","Angel Collins","F","32.0","Russia","Russian","Cybersecurity","10","20","2.6","Y","0.92"
"FL250446","Daniel Terry","M","24.0","Egypt","Arabic","DevOps","6","75","4.3","Y",NULL
"FL250447","Steven Whitaker","M","35.0","United Kingdom","English","AI","8","50","2.6","N","0.90"
"FL250448","Denise Neal","F","22.0","Australia","English","Mobile Apps","4","20","2.6","N","0.73"
"FL250449","Amanda Jacobs","F","55.0","Egypt","Arabic","AI","3","100","2.6","Y","0.73"
"FL250450","Karen Mercer","F","54.0","Argentina","Spanish","Machine Learning","9","30","2.9","Y","0.78"
"FL250451","Lindsay Hudson","F","36.0","Netherlands","Dutch","Cybersecurity","11","30","0","Y","0.63"
"FL250452","Stephanie Armstrong","F","36.0","Netherlands","Dutch","AI","17","50","1.3",NULL,"0.64"
"FL250453","Dr. Jessica Campbell","F","25.0","Argentina","Spanish","Web Development","1","75","0","Y",NULL
"FL250454","Curtis Maxwell","M","46.0","Indonesia","Indonesian","AI","16","20","4.8","Y","0.86"
"FL250455","Adam Kelly PhD","M","41.0","Argentina","Spanish","Machine Learning","11","40","2.4","N",NULL
"FL250456","Julie Becker","F","21.0","Russia","Russian","Mobile Apps","3","100","4.7","N","0.96"
"FL250457","James Moore","M","29.0","United States","English","Graphic Design","9","75","2","N",NULL
"FL250458","Danielle Barrera","F","44.0","United States","English","Mobile Apps","3","50","2.2","N","0.77"
"FL250459","David Sanchez","M","40.0","Canada","English","Machine Learning","1","100","2.1","Y",NULL
"FL250460","Tiffany Bowman","F","27.0","Egypt","Arabic","Data Analysis","1","30","1.7","N","0.65"
"FL250461","Jesus Quinn","M","53.0","France","French","Mobile Apps","35","40","5","Y","0.62"
"FL250462","Mr. Danny Morris DDS","M","20.0","Turkey","Turkish","Data Analysis","1","50","2.9","N","0.81"
"FL250463","Nicole York","F","41.0","Japan","Japanese","DevOps","12","50","4.1","Y","0.62"
"FL250464","John Mathis","M","26.0","Mexico","Spanish","Web Development","8","40","4.9","N","0.87"
"FL250465","Julie Barnett","F","49.0","Brazil","Portuguese","Machine Learning","13","100","2.5","N",NULL
"FL250466","Jasmine Harris","F","20.0","Egypt","Arabic","Data Analysis","0","30","0","Y","0.76"
"FL250467","Mary Henry","F","39.0","China","Mandarin","Blockchain Development","11","100","2.8",NULL,"0.70"
"FL250468","Judith Riggs","F","41.0","China","Mandarin","Machine Learning","19","100","3.8","Y","0.71"
"FL250469","Justin Ruiz","M","59.0","Canada","English","Mobile Apps","30","30","4.3","Y","0.83"
"FL250470","Jennifer Sullivan","F","45.0","Australia","English","Blockchain Development","8","40","0","N","0.78"
"FL250471","Jesse Moran","M","22.0","Indonesia","Indonesian","Cybersecurity","0","40","1.3","Y","0.78"
"FL250472","Monica Smith","F","48.0","India","Hindi","Mobile Apps","7","50","4.7","Y","0.60"
"FL250473","Ian May","M","36.0","France","French","Blockchain Development","11","40","1.3","Y",NULL
"FL250474","Kayla Meyers","F","57.0","China","Mandarin","Blockchain Development","9","75","4.8","Y",NULL
"FL250475","John Bray","M","42.0","United States","English","UI/UX Design","14","30","1.3","N","0.94"
"FL250476","James Smith","M","31.0","Indonesia","Indonesian","Cybersecurity","11","50","4.3","N","0.62"
"FL250477","Mark Duncan","M","52.0","Spain","Spanish","Cybersecurity","31","30","2.6","Y",NULL
"FL250478","Matthew Gay","M","56.0","Netherlands","Dutch","DevOps","16","30","0","Y",NULL
"FL250479","Cheryl Freeman","F","24.0","Netherlands","Dutch","DevOps","6","30","0","Y","0.84"
"FL250480","Patrick Welch","M","48.0","Canada","English","DevOps","21","75","2.7","Y",NULL
"FL250481","Craig Levine","M","59.0","France","French","Cybersecurity","13","40","2.4","N","0.65"
"FL250482","Richard Harvey","M","41.0","United Kingdom","English","Web Development","9","40","1.9","Y","0.94"
"FL250483","Bonnie Sherman","F","41.0","Netherlands","Dutch","Mobile Apps","11","20","3.6","N","0.69"
"FL250484","Keith Trujillo","M","25.0","Netherlands","Dutch","Mobile Apps","0","50","2.9","Y","0.65"
"FL250485","Corey Combs","M","31.0","Egypt","Arabic","Mobile Apps","2","75","2.8","N","0.60"
"FL250486","Antonio King","M","40.0","Turkey","Turkish","DevOps","12","75","2.6","N",NULL
"FL250487","Amy Lee","F","48.0","Russia","Russian","Blockchain Development","13","100","2.7",NULL,"0.62"
"FL250488","Jennifer Rogers","F","24.0","South Africa","Afrikaans","Mobile Apps","6","30","1.1","Y",NULL
"FL250489","Jeffrey Cooper","M","33.0","Indonesia","Indonesian","Web Development","10","30","0","Y","0.89"
"FL250490","Allison Williams","F","43.0","Brazil","Portuguese","UI/UX Design","2","40","0","Y","0.89"
"FL250002","Vanessa Garcia","F","52.0","Australia","English","Mobile Apps","34","100","3.3","Y","0.84"
"FL250491","Raymond Sherman","M","43.0","Spain","Spanish","Blockchain Development","4","50","0","Y","1.00"
"FL250492","Jennifer Nelson","F","33.0","Australia","English","Web Development","11","40","4.6","Y",NULL
"FL250493","Jennifer Carter","F","49.0","Russia","Russian","UI/UX Design","14","40","1.5",NULL,"0.60"
"FL250494","Todd Williams","M","55.0","Canada","English","UI/UX Design","10","40","2","N","0.85"
"FL250495","Emily Horton","F","33.0","South Korea","Korean","Graphic Design","3","40","1.6",NULL,"0.83"
"FL250496","Lance Lester","M","32.0","Argentina","Spanish","AI","3","30","1.5","N","0.96"
"FL250497","Kevin Flores","M","58.0","Netherlands","Dutch","Blockchain Development","33","40","4.1","Y","0.83"
"FL250498","Aaron Stewart PhD","M","49.0","Indonesia","Indonesian","Data Analysis","24","100","4.7","N","0.60"
"FL250499","Robin Moore","F","22.0","Russia","Russian","UI/UX Design","3","100","3.6","Y","0.78"
"FL250500","Suzanne Ingram","F","40.0","Egypt","Arabic","Web Development","11","20","1.8","Y","0.90"
"FL250501","Jacob Mclaughlin","M","55.0","Australia","English","Data Analysis","7","100","2.1","N","0.66"
"FL250502","Michael Nunez","M","32.0","Mexico","Spanish","DevOps","1","50","2.6","Y","0.70"
"FL250503","Isabel Brown","F","21.0","Japan","Japanese","UI/UX Design","0","30","4.2","Y","0.79"
"FL250504","Michael Stein","M","23.0","South Korea","Korean","Blockchain Development","1","40","0","N","0.64"
"FL250505","Robert Stone","M","21.0","United Kingdom","English","Mobile Apps","1","30","1","N","0.81"
"FL250506","Dillon Henry","M","31.0","Argentina","Spanish","AI","7","75","4.4","N","0.83"
"FL250507","James Todd","M","21.0","Mexico","Spanish","Blockchain Development","9","40","4","N","0.91"
"FL250508","Clifford Moore MD","M","33.0","United Kingdom","English","Cybersecurity","6","50","3.1","N",NULL
"FL250509","John Rios","M","57.0","Brazil","Portuguese","Web Development","5","75","1.1","Y","0.77"
"FL250510","Anthony Gaines","M","52.0","United States","English","DevOps","17","75","0","N","0.94"
"FL250511","Kristi Brown DVM","F","21.0","Germany","German","Web Development","0","20","3.8","Y","0.61"
"FL250512","Ashley Odonnell","F","36.0","Argentina","Spanish","UI/UX Design","8","100","1.7","N","0.68"
"FL250513","Ronald Elliott","M","33.0","Spain","Spanish","Machine Learning","13","50","2.2","N","0.70"
"FL250514","Lorraine Lowery","F","54.0","United Kingdom","English","Data Analysis","15","40","4.1","Y","0.71"
"FL250515","Victoria Chapman","F","33.0","United States","English","Blockchain Development","2","100","3.8","N",NULL
"FL250516","Heather Davis","F","36.0","Japan","Japanese","Machine Learning","9","30","0","Y","0.78"
"FL250517","Diana Chase","F","36.0","Turkey","Turkish","AI","3","50","0","N","0.75"
"FL250518","Danielle Adkins","F","43.0","China","Mandarin","AI","15","20","4.2","Y","0.91"
"FL250519","Kenneth Arias","M","52.0","United Kingdom","English","Data Analysis","21","75","2.2","Y","0.66"
"FL250520","Victoria Owen","F","28.0","Indonesia","Indonesian","Cybersecurity","2","75","1.5","Y","0.68"
"FL250521","Christina King","F","47.0","China","Mandarin","Cybersecurity","21","100","0","N",NULL
"FL250522","Samantha King","F","30.0","France","French","DevOps","0","100","4.1","N","0.62"
"FL250523","Scott Compton","M","36.0","Egypt","Arabic","Blockchain Development","4","40","2.6","N","0.90"
"FL250524","Monica West","F","45.0","United States","English","UI/UX Design","23","100","2.4","N","0.96"
"FL250525","Theresa Stewart","F","51.0","United States","English","Blockchain Development","25","50","1.4","Y","0.60"
"FL250526","Steven Kim","M","46.0","Turkey","Turkish","Mobile Apps","10","40","4.6","Y","0.62"
"FL250527","Kristi Knight","F","38.0","Italy","Italian","Data Analysis","18","40","4.9","N","0.74"
"FL250528","Jason Bryant","M","26.0","Spain","Spanish","Blockchain Development","1","20","0","Y",NULL
"FL250529","Maureen Keith","F","40.0","United Kingdom","English","DevOps","12","30","3.5",NULL,"0.98"
"FL250530","Shawn Hogan","M","37.0","Germany","German","Machine Learning","9","40","1.7","Y","0.63"
"FL250531","William Davis","M","28.0","Canada","English","Blockchain Development","5","50","0","Y","0.96"
"FL250532","Stacy Bailey","F","48.0","India","Hindi","Mobile Apps","28","20","0","N","0.88"
"FL250533","Thomas Dixon","M","22.0","India","Hindi","AI","0","40","4.6","N",NULL
"FL250534","Maria Hall","F","41.0","Germany","German","Web Development","14","40","1.1","Y","0.73"
"FL250535","Tony Lee","M","38.0","United States","English","Graphic Design","15","40","4.2","N","0.88"
"FL250536","Catherine Mccoy MD","F","31.0","South Africa","Afrikaans","UI/UX Design","9","40","0","N","0.91"
"FL250537","Maria Benitez","F","30.0","China","Mandarin","Mobile Apps","9","30","3.9","N","0.65"
"FL250538","Joshua Chambers","M","51.0","Mexico","Spanish","UI/UX Design","22","20","3.4","Y","0.90"
"FL250539","Janice Daniels","F","21.0","Germany","German","DevOps","0","20","2.6","N","0.72"
"FL250540","Carla Wood","F","20.0","Italy","Italian","DevOps","1","40","2.3","Y","0.72"
"FL250541","Kenneth Vasquez","M","30.0","Japan","Japanese","Blockchain Development","5","30","4.8","N",NULL
"FL250542","Kevin Smith","M","41.0","China","Mandarin","Data Analysis","0","40","4.5","N","0.68"
"FL250543","Thomas Kim","M","22.0","Spain","Spanish","Blockchain Development","0","30","0","N","0.87"
"FL250544","Sean Park","M","45.0","Mexico","Spanish","Cybersecurity","19","75","0","N","0.72"
"FL250545","Judith Poole","F","22.0","Australia","English","Data Analysis","2","40","1.1","N","0.76"
"FL250546","Melanie Baird","F","20.0","Turkey","Turkish","Mobile Apps","0","100","0","N","0.63"
"FL250547","Erika Mitchell","F","20.0","Canada","English","Data Analysis","2","40","2.6","Y","0.91"
"FL250548","Ricky Martinez","M","21.0","United Kingdom","English","AI","0","100","2.6","N","0.73"
"FL250549","John Christian","M","22.0","Netherlands","Dutch","Cybersecurity","1","40","0","N","0.63"
"FL250550","Nancy Smith","F","28.0","United Kingdom","English","DevOps","3","20","2.6","Y","0.79"
"FL250551","Cassandra Stephens","F","59.0","Argentina","Spanish","AI","9","20","4.1","N","0.75"
"FL250552","Miss Janet Donovan MD","F","28.0","France","French","Web Development","1","40","0","N","0.70"
"FL250553","Kristina Williams","F","40.0","Australia","English","DevOps","0","100","1.2",NULL,"0.87"
"FL250554","Wayne Barnes","M","57.0","Italy","Italian","Blockchain Development","7","30","1.6","N",NULL
"FL250555","James Hinton","M","47.0","Turkey","Turkish","DevOps","1","50","3.9","Y","0.88"
"FL250556","David Spence","M","48.0","South Korea","Korean","Cybersecurity","21","40","0","Y",NULL
"FL250557","Tyler Cooper","M","28.0","United States","English","UI/UX Design","1","20","4.7","N","0.93"
"FL250558","Sean Martinez","M","41.0","Turkey","Turkish","Graphic Design","15","40","3.8","Y",NULL
"FL250559","Janet Barron","F","57.0","South Africa","Afrikaans","Cybersecurity","33","100","3.5","N","0.74"
"FL250560","Rodney Wilson","M","60.0","Argentina","Spanish","Graphic Design","39","75","4",NULL,"0.70"
"FL250561","Kimberly Fitzgerald","F","48.0","Egypt","Arabic","Graphic Design","21","30","1.6","Y","0.67"
"FL250563","Elizabeth Hayes","F","33.0","Mexico","Spanish","DevOps","11","50","5","Y","0.69"
"FL250564","Kathy Faulkner","F","20.0","Turkey","Turkish","Graphic Design","0","30","4.8","Y","0.68"
"FL250565","John Gonzales","M","59.0","United Kingdom","English","DevOps","15","50","2.6","N",NULL
"FL250566","Shannon Luna","F","42.0","China","Mandarin","DevOps","22","40","2.9","N","0.61"
"FL250567","Stephanie Burton","F","22.0","Turkey","Turkish","UI/UX Design","3","40","3","Y","0.96"
"FL250568","Kevin Gonzales","M","41.0","Canada","English","Cybersecurity","11","50","3.5","Y","0.68"
"FL250569","Dawn Hardy","F","25.0","Argentina","Spanish","Web Development","5","40","2.6","Y","0.75"
"FL250570","Margaret Perkins","F","38.0","Canada","English","UI/UX Design","3","40","4.7","N","0.69"
"FL250571","Amanda Vargas","F","43.0","United States","English","DevOps","1","40","2.9","N","0.78"
"FL250572","Tonya Gonzalez","F","54.0","Mexico","Spanish","AI","1","75","4.4","Y",NULL
"FL250573","Elizabeth Bowman","F","31.0","Indonesia","Indonesian","Mobile Apps","2","40","2.3","N","0.98"
"FL250574","Ariana Pittman","F","56.0","Mexico","Spanish","AI","3","30","3.7",NULL,"0.83"
"FL250575","Antonio Johnson","M","46.0","Mexico","Spanish","Graphic Design","11","40","1.8","Y","0.91"
"FL250576","Justin Lang","M","60.0","Egypt","Arabic","AI","9","100","0","Y","0.96"
